	text	inappropriate	human_labeled	offline_crime	online_crime	drugs	gambling	pornography	prostitution	slavery	suicide	terrorism	weapons	body_shaming	health_shaming	politics	racism	religion	sexual_minorities	sexism	social_injustice	none	toxic_new
7739	Латентности преступности - это преступность, сведения о которой не отражены в официальной отчетности	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0050469604320824
7740	был в сети 15 мин назад или мальвину послушай. Годно.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0292915888130664
7741	Самоутверждается за вас счет, считает вы слабее что-то у нее не лплится. Не нравится живите отдельно, а то дальше хуже может быть. У меня бабка так делалп	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.638501763343811
7742	Вкотился и накатил за путина сталина и победу, корочи.	0.28	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.7474988698959351
7743	Максимум что я могу из дозволенного правилами, это написать что вешаться и стреляться из ружья - мучительные и неоптимальные способы самоубийства. Так делать точно не стоит.	0.16	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0726175084710121
7744	Если это кириллица, реально могут помочь здесь, на ФДО, на демиарте, еще можно обратиться на нову и руборд.А в чем вопрос?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0073268413543701
7745	До 20 лвл можно бесплатно играть, аутируй и потихоньку собирай  р, Дренор на днях включили в батл чест. Потом начинай барыжить на ауке и плати за игру токенами.	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0739050954580307
7746	Порох, колеса, гречка, камень, винт, кокос, дудка, пластилин, шишки, фен, трава.А остальные две - это что?	0.44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1066591367125511
7747	ускоренный метаболизм, это норма, особенно если у тебя вся семья худая или ты просто подросток.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0110229337587952
7748	"Такое случается порой, когда поражает пародонтоз. Десна ""уходит"", корни оголяются, зубы расшатываются и становятся кривыми..."	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0553244762122631
7749	А как вы ковыряете в носу после подстрижки ногтей? Вот подстриг и сижу мучаюсь. Чо делать то?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.7108592987060547
7750	Получу ли я студенческую визу в США?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0383265390992164
7751	Значит насморк бактериальный и помогут капли сиалор.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0641584694385528
7752	я же уже говорил. хочешь каловый перетонит от разрыва кишечника - кушай смело	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0623056888580322
7753	Что будет если налоги заплатил а налоговую декларацию не подал?	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0091543458402156
7754	Страдает комплексами. Может в детстве часто его обзывали, смеялись над ним..	0.56	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.6274939775466919
7755	Либо плотным белым гель лаком, либо смешать гель лак с гель краской. После ступеньку выравнить топом	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0165290907025337
7756	Вакцинация против гриппа добро или зло?	0.07	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0622524097561836
7757	\t 3/5*x^3dx=-3/105x^2Cво втором интеграле какая вторая граница?и корень кубический?=93/5=18.6	0.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0016972373705357
7758	ты игроман и не знаешь сто такое CG?тебе 12 лет?CG - графинистые заставки в играх как в варкрафте	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0278659686446189
7759	Как получить объект элемента TD кликнув в поле таблицы таблицы?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0545961484313011
7760	Офф топРебзи, как на Джвач браузере на айфон сагать? Извиняюсь, что помешал	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2030375897884369
7761	Такое не могу пообещать потому что серьёзно болен лудоманией, но я держусь! Хочется опять залезть в игру! Набрал успокоительных.	0.24	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6513764262199402
7762	Манера просто такая, там и пачку сигарет если просто бросить, любой прохожий подберёт и выкинет, не пройдет мимо мусора	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294871572405099
7763	Что у тебя в кружке ?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3315342664718628
7764	Это когда во сколько по нашему, гримсоны?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0023563874419778
7765	Может ли из-за тревожности подниматься давление и пульс?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.018202394247055
7766	А в чем проблема встать на учет в военкомате по месту жительства  как и положено и через него получить справку? Но в военкоматах таких не любят, так что быстро её получить не получится, за справкой еще побегать придется.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0011698193848133
7767	и все это исполняет Сергей Безруков, да?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1049667671322822
7768	Если двигаются-то:Делают это даже хуже чем указано в ТТХ.Выказывает фокусы.Или ты имел ввиду двигается если кирпич от колеса убрать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0283767208456993
7769	Слух испортился, хуже стала слышать высокие частоты.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1665351688861847
7770	Если вы женитесь на гражданке Латвии, проживающей в Германии, то спокойно можете жить в Германии с ней, как супруг гражданки страны ЕС, если у ней будет хватать денег на ваше содержание, т. к. вам никаких пособий не будет положено.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0485907718539238
7771	Подумай почему у тебя все рушится из за наркоты,- и отношения, и спорт, и работа.	0.08	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3620446920394897
7772	Не знаю, не подаю принципиально. Эти нищие на самом деле получше меня живут	0.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0601843744516372
7773	А есть её фото с волосами?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.2586148679256439
7774	Да просто от того что ты за месяц съедаешь банку нутеллы - не станется с тобой ничего. Мне батя мой мозги так по пводу энергетиков/кофе полоскал, что это вредно. Когда видел как я пью. Раз в 2-3 месяца.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6573984622955322
7775	Как объяснить маме что секса не было!	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1366308629512787
7776	А это уже пердпоследняя стадия tt gs	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1350990831851959
7777	"Вполне может быть, если свою благодарность он закончит фразой ""Gd s t gtst, Gd s t gtst, Gd s t gtst"" на родном арабском конечно"	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0939069092273712
7778	ага а если увидит, что у мужчины есть 20 миллионов рублей останется с ним на вечно вообще ахахахах	0.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0005334492307156
7779	"Мечта не надежда, это сказка для себя. Радуга А надежда, это вера, что всё же удастся. И что ты сможешь.. Зависимое от ""если"" -себя, обстоятельств, или другого человека, упование"	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1534095555543899
7780	Это значит, что тебе подойдет контент по тегам: fy, gy, , tsft.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1902553439140319
7781	остаточные явления простудного заболевания лечатся амбулаторно.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0008035727078095
7782	Яндекс браузер это же перерисованный неправославный хром.	0.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.2069771438837051
7783	и вы считаете распитие этой бодяги ШИКОМ?Может еще и одежду надо покупать у цыган на базаре?	0.34	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3722894787788391
7784	Наркота запрещена.Тебе ли этого не знать.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2653554677963257
7785	В аптеке Вам должны были подсказать что это средство дается курсом дали, через неделю повторно. Чтобы от повторного размножения глистов от оставшихся личинок. избавится.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0379749909043312
7786	Про себя, думала, рассказать... А станет ли это примером, что наркотики рушат судьбы, ведь я оправилась?	0.63	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738371759653091
7787	Шапку перечитал. Курсивом описание команды, ты просто вбил описание команды же.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.5864611864089966
7788	Муза ...она вообще никому ничего не должна.......этот момент вообще не понят ни кем.... момент появления Музы	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.3938628435134888
7789	В колонию я не хочу, там надо клетки уважать?	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2080091685056686
7790	Сахар вообще есть не нужно. Я чай пью без сахара уже лет 15 и ничего.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0026527161244302
7791	Нельзя превышать предел допустимой самообороны. Как его определить трудно сказать, но лучше просто сьебаться, если твоим близким не ушражает опасность	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0786743089556694
7792	Почему люди считают, что мыслить логически значит открывать истины?Потому что они не знакомы с правилами логики	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1726590394973755
7793	Паспорт - удостоверение личности ГРАЖДАНИНА.Молдавский паспорт бывает у граждан Молдавии, а не Израиля. Если несколько гражданств - нужно изучать законодательство каждой страны.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.2715817391872406
7794	Все отдыхают и веселятся в ты сидишь лежишь дома в одиночестве?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.5842450857162476
7795	не переживай, сейчас пластическая хирургия творит чудеса 	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0005317840259522
7796	Чем можно заняться в свободное от учебы и основной работы время для повышения дохода?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.002862369408831
7797	Bdss - d ss? Это так расшифровывается?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2565028667449951
7798	Вопрос к знающим...у меня их много видимо будет и быстрее спросить,чем ещё раз перелопачивать информацию телевизор доступ к интернету через него заблокирую можно? Сигареты с папой вместе на лестн.площадке ?	0.0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0266034472733736
7799	Ты о Корее? Нет, там народ невероятно сплочен. Поинтересуйся как точно корейцы в 90-х отдали бабло иностранным кредиторам и с тех пор практически не берут в долг. Там вся нация как один пахала отказавшись от всего.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0.1031396016478538
7800	Логично будет это сделать в типографии ...	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.002595085883513
7801	украшать деревья, быть кормом для гусениц и служить перегноем для почвы.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0036418316885828
7802	Не геймеры знают может и знают халвув чем я сомневаюсь, но Фримена то не узнают.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0257297847419977
7803	можно, но если нарвёшься на ГАИшника получишь штраф р	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0054699592292308
7804	Все хотят ничо не делать и чтобы все было, и меньшинства женщин это желание исполняется, у гораздо меньшего количества мужчин тоже	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0552063733339309
7805	Собсно самая распространённая боль - непонимание как сохраняться. Дум у меня был без русика и что такое sv g я не понимал. Более того некоторые игры запускались с диска без инсталлятора, и там сохранение не работало понятно почему.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0249138846993446
7806	можно ли истца обязать принять мебель	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0004859584150835
7807	А то! Вы госдолг~ долг по алиментам видели?	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0218343194574117
7808	Как восстановить свой архив с агента!?	0.07	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319652296602726
7809	фильм про БДСМНе знал, что Скарлетт таким увлекается:D	0.21	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.1872829049825668
7810	1. ДС. 20. м2. очередняра, который разочаровался в тян. На этой почве собрал все врдные превычки3. возраст, пол и т.д. не важно4. , что кто-то напишет.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0243143253028392
7811	Кстати как кризис начался у меня делишки в гору пошли, вот такой вот па ра докс	0.0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0034382930025458
7812	юбка это называется. и нихрена это не пиджак, это жилетка, скорее, причем уродливая	0.22	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.071416825056076
7813	Насколько я помню, основная нота отдушки этой линейки f - ваниль.А ароматов с ванилью сейчас больше, чем без нее. 	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0089847920462489
7814	включи внутренний навигатор и все в порядке	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.001276911702007
7815	Насморк какого цвета и как давно уже все это пьете/брызгаете? Кашель есть?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.6115569472312927
7816	А может банально память отбить кратковременную и со % мозга сознание будет отсутствовать.	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2745386362075805
7817	Э, а то, что он наркоман отменяет эпи припадок?Я не знаю. Это эпи припадок? А может нет?	0.74	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4002330601215362
7818	чего то запамятвовал с настройками wd нащелкали что вместо синей ссылки выводится полная ссылка	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0113821662962436
7819	Да-да, а ещё она чья-то знакомая и так далее	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0980915203690528
7820	потенциал - умение / русурс - материал	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0043049352243542
7821	Где это должно быть написано, по-твоему?На заборе. эмитированона биржепосле этого отправиласьПроиграл, напомнило рулеточку в казино!	0.36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0734181553125381
7822	команды управления сетью/ПО/пути к файлам - разные на разных системахМодуль s же. Или не очень помогает?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0051140352152287
7823	Как это чего странного. Херасе. Нормально держать казино под видом букмекерской конторы? И это люди у которых есть все возможности и связи для легального бизнеса.	0.33	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0053396732546389
7824	А, да, от обвинения полностью отмазался. За недоказанностью. Статья психическая в те годы штатная, 7Б, психопатия.	0.0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.3270638287067413
7825	Отстаньте от нее, вам какое дело?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.651516318321228
7826	На 20, у меня такой же вес. А рост у вас какой ?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0028327573090791
7827	Как называется вот эта выдвигающаяся штука?	0.0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0.0678924545645713
7828	А с помощью I2, можно заходить на -сайты, или нельзя?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0084142945706844
7829	но отличить когда она говорит дело, а когда бред шизофреника можно только обладая минимальным пониманием темы обсуждения	0.12	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.1297391206026077
7830	Так почему тогда нельзя воспринимать наличие бога на небе фактом, если его отсутствие то может быть иллюзией, как и твоё сознание, которые кроме себя ты никому никогда не докажешь?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.2440322637557983
7831	нашёл логины и пароли к скайпу и мэйл.ру. чё с этим делать?	0.64	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0025221197865903
7832	в любви девушка может проявлять инициативу. темпераментная, интеллектуалка. нередко при подтверждающих показателях выходит замуж за границу.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0013911201385781
7833	только за 1 покупку вычет. Вторая квартира - это уже каприз.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.0013569289585575
7834	Лучше всего держаться от них подальше	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2100481688976288
7835	"Эх, а так хорошо начиналось... Думал сейчас 18 пойдёт... а тут... ""задания, работу..."" ="	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0025625545531511
7836	Начни играть в интересную онлайн игру, рекомендую WTd.	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0212360490113496
7837	Перенесите вопрос в раздел 'здоровье',там больше врачей, чем здесь	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0148219671100378
7838	Как росстатся с девушкой, которую очень сильно люблю?	0.0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.1526544690132141
7839	А как понять есть ли у моего мужчины кто то помимо меня?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.0343877635896205
7840	сотку на пивоМало, я хотел ещё закусь купить.	0.66	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0064637227915227
7841	Кто о чём, а Ads го бане...	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2190647870302201
7842	У кошек течка не весной, а по индивидуальному графику и вовсе не 1 раз в год. А уж если на пустых течках гормональный сбой заработает, будет орать практически непрерывно и круглогодично, пока от пиометры или поликистоза не помрет.	0.15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0359211638569831
7843	А в транспорте вы тоже соблюдаете? Ешьте больше чеснока, лука, не мойтесь чаще раза в год, поверьте, дистанция будет увеличиваться=	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.022898843511939
7844	В Дзержинске на рынке продают с машин, дешевле чем в магазине.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0008723625796847
7845	Не то что бы я такое любил, но если тебе так хочется, то давай	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2019952088594436
7846	Всегда всё сам делаю. Хотя поначалу такая же ситуация была. Обратился в компанию сделать шкаф по моим размерам, они носами поморщились и отказались.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0013454207219183
7847	Пузо в обхвате у пупка сколько?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5103672742843628
7848	Лазерная, а посоветуй подводку для глаз.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2864896953105926
7849	Вероятно ты не знаешь, что решение ПК можно обжаловать?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.2692092061042785
7850	Оператор в МТС, зп в зависимости какой график поставишь, учусь на 4 курсе совмещаю 14-16к в месяц.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0008590007782913
7851	и 67%, из них считают их, эффективными - вот так надо	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0005280692712403
7852	я надеюсь, что со временем сей диагноз развенчают, как и истерию	0.43	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0009543470223434
7853	Не, самый апокалиптичный у вулкана. Такие-то инфернальные завывания, что даже дети плачут.	0.0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.0905748680233955
7854	Точнее наоборот, настроен на серийную моногамен. А вообще большинство полигамны в целом.	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.1142765879631042
7855	Поясните за покраску хаера.Хочу подстричься, в меру коротко, бока полтора см оставить, остальное длиннее. Краситься есть смысол, или это чисто для длинных волос потеха?	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0258065890520811
7856	В московском парке Горького утонул десантник	0.0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187437191605568
7857	Ночью что-то шуршит, когда я одна дома	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0902886837720871
7858	все эти приседания увеличивают скорость на 0, миллисекундуно нестабильность повышается на %	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0011228551156818
7859	молдованка тащемта самая мощная у агутина	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.1048284396529197
7860	проверь вирусом или сканером как архив	0.0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017439313232898
7861	Я же вам вчера писала, 1 таблетка на литр воды. А что вы развели эффекта не будет.	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0298730097711086
7862	рабство было испокон веков а крепостные всё таки менее рабы чем рабы	0.4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0040212459862232
7863	форлакс для детейот Хилак Форте - наоборот запор может бытьот Дюфалака - может пучить	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0233485177159309
7864	на китайском черыре произносится почти, как слово смерть	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0176460016518831
7865	Как быть, если в душе места не хватает?	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1539592742919922
7866	Нужен ли загранпаспорт для вьезда из Украины в Россию с  года??	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0.0123806754127144
7867	Возможно, от вас зависит, смотрите кому даёте	0.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0345101058483123
7868	Он придёт и по твою участь	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.6307677626609802
7869	определяет моральные ориентиры человеческого поведения. Поведение человека основывается на христианском представлении о природе и предназначении человека, его отношении с Богом.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.3023817241191864
7870	Знаешь, а мне не смешно. Мы ведь стареем, а онкология сейчас - довольно распространённая болячка. Я не хочу подыхать в адских мучениях.	0.07	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0815672054886818
7871	На медицину закреплено, а на обезбаливание нет	0.0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0123336901888251
7872	Почему тогда кто-то не работает и все получает? Я работаю столько же сколько и в москве и при этом получаю в 5 раз меньше.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.001248613698408
7873	"Вам нужен парикмахер-стилист чтобы подобрал прическу которая подойдет для вашего типа лица. Вас постригли слишком коротко возле ушей. Видно руки у парикмахера ""растут"" неправильно."	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5978257060050964
7874	слова у нас есть, но они не пройдут цензуру	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0009026982588693
7875	"Что угодно реквестируй. Пока думаю между HL и Аллодами. Или вообще отложить на завтра, по принципу ""1 игра в 1 день"", если никому интересно не будет."	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0098590124398469
7876	Ты не думал о том, куда подевались все драконы? Туда же, куда и собаки. Это главная интрига сериала.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.1888652890920639
7877	когда люди бросают курить, они поправляются оттого, что психологически заменяют курение едой.а не оттого что курение как-то влияло на аппетит.	0.05	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006596133462153
7878	Поищите ответы по биологии в справочнике  и найдете ответы.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0775403082370758
7879	не мог, потому что у него денег не было платить войску, а наёмники за бесплатно не воевали.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.0011739680776372
7880	Для меня нормальный больше перерастающий в страшненького, но человек может быть внешне некрасив, однако красивым в душе. Для того чтобы делать окончательный выбор нужно знать человека.	0.0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0361992269754409
7881	мышку подключай и пользуйся, я так понял тач скрин вышел тз строя или шлейф от него отшол	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0063041998073458
7882	учеба можно ли переквалифицироваться с фармацевта на дерматолога? универ	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018659053603187
7883	Причём тут эта текстура? Я вообще про весь вад. Он хуже чем оригинальный дум выглядит.	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.082267016172409
